time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,Res_3851,Res_52,Res_tot
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,All residential placements,All residential placements,10,13,23
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,All residential placements,All residential placements,0,3,3
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,All residential placements,All residential placements,4,6,10
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,All residential placements,All residential placements,0,3,3
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,All residential placements,All residential placements,0,5,5
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,All residential placements,All residential placements,6,0,6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,All residential placements,All residential placements,3,1,4
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,All residential placements,All residential placements,10,9,19
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,All residential placements,All residential placements,0,6,6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",All residential placements,All residential placements,10,6,16
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,All residential placements,All residential placements,29,29,58
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,All residential placements,All residential placements,8,14,22
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,All residential placements,All residential placements,9,4,13
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,All residential placements,All residential placements,23,23,46
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,All residential placements,All residential placements,6,8,14
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,All residential placements,All residential placements,4,6,10
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,All residential placements,All residential placements,17,6,23
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,All residential placements,All residential placements,16,24,40
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,All residential placements,All residential placements,16,4,20
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,All residential placements,All residential placements,92,41,133
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,All residential placements,All residential placements,2,4,6
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,All residential placements,All residential placements,13,2,15
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,All residential placements,All residential placements,16,25,41
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,All residential placements,All residential placements,111,34,145
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,All residential placements,All residential placements,42,8,50
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,All residential placements,All residential placements,1,0,1
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,All residential placements,All residential placements,7,7,14
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,All residential placements,All residential placements,19,2,21
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,All residential placements,All residential placements,4,0,4
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,All residential placements,All residential placements,8,11,19
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,All residential placements,All residential placements,3,4,7
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,All residential placements,All residential placements,9,1,10
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,All residential placements,All residential placements,8,5,13
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,All residential placements,All residential placements,8,12,20
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,All residential placements,All residential placements,9,2,11
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,All residential placements,All residential placements,18,9,27
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,All residential placements,All residential placements,33,7,40
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,All residential placements,All residential placements,7,3,10
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,All residential placements,All residential placements,4,9,13
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,All residential placements,All residential placements,11,16,27
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,All residential placements,All residential placements,17,18,35
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,All residential placements,All residential placements,7,9,16
